"Year","State Name","avg_maize_yield"
"2008","Bihar","2178.91"
"2008","Chhattisgarh","1268.75"
"2008","Gujarat","1167.63"
"2008","Haryana","1137.39"
"2008","Himachal Pradesh","2396.67"
"2008","Jharkhand","1015.60"
"2008","Karnataka","2942.88"
"2008","Kerala","0.00"
"2008","Madhya Pradesh","1218.74"
"2008","Maharashtra","2143.89"
"2008","Orissa","1479.05"
"2008","Punjab","2741.81"
"2008","Rajasthan","1387.85"
"2008","Tamil Nadu","3467.84"
"2008","Telangana","3663.97"
"2008","Uttar Pradesh","1461.44"
"2008","Uttarakhand","1154.09"
"2008","West Bengal","2718.88"
"2009","Andhra Pradesh","5955.25"
"2009","Assam","646.91"
"2009","Bihar","2298.78"
"2009","Chhattisgarh","1444.27"
"2009","Gujarat","864.97"
"2009","Haryana","1266.68"
"2009","Himachal Pradesh","2117.90"
"2009","Jharkhand","809.92"
"2009","Karnataka","2455.29"
"2009","Kerala","0.00"
"2009","Madhya Pradesh","1066.46"
"2009","Maharashtra","1893.13"
"2009","Orissa","1533.19"
"2009","Punjab","2864.17"
"2009","Rajasthan","754.31"
"2009","Tamil Nadu","3620.77"
"2009","Telangana","2746.03"
"2009","Uttar Pradesh","1432.03"
"2009","Uttarakhand","1338.02"
"2009","West Bengal","2750.97"
"2010","Andhra Pradesh","6981.68"
"2010","Assam","636.40"
"2010","Bihar","3023.46"
"2010","Chhattisgarh","1651.91"
"2010","Gujarat","1482.02"
"2010","Haryana","747.44"
"2010","Himachal Pradesh","2571.70"
"2010","Jharkhand","884.32"
"2010","Karnataka","3417.56"
"2010","Kerala","0.00"
"2010","Madhya Pradesh","1354.65"
"2010","Maharashtra","2113.40"
"2010","Orissa","1872.04"
"2010","Punjab","2744.06"
"2010","Rajasthan","1476.93"
"2010","Tamil Nadu","3617.65"
"2010","Telangana","3915.70"
"2010","Uttar Pradesh","1355.02"
"2010","Uttarakhand","1325.18"
"2010","West Bengal","2837.44"
"2011","Andhra Pradesh","6014.42"
"2011","Assam","730.55"
"2011","Bihar","3404.27"
"2011","Chhattisgarh","1561.59"
"2011","Gujarat","940.82"
"2011","Haryana","1393.76"
"2011","Himachal Pradesh","2474.62"
"2011","Jharkhand","1353.88"
"2011","Karnataka","3085.44"
"2011","Kerala","385.71"
"2011","Madhya Pradesh","1165.59"
"2011","Maharashtra","2144.67"
"2011","Orissa","1960.11"
"2011","Punjab","3052.48"
"2011","Rajasthan","1215.26"
"2011","Tamil Nadu","5034.42"
"2011","Telangana","3315.29"
"2011","Uttar Pradesh","1491.47"
"2011","Uttarakhand","1327.07"
"2011","West Bengal","2723.93"
"2012","Andhra Pradesh","5808.45"
"2012","Assam","813.60"
"2012","Bihar","3909.22"
"2012","Chhattisgarh","1809.64"
"2012","Gujarat","1331.28"
"2012","Haryana","934.20"
"2012","Himachal Pradesh","2547.74"
"2012","Jharkhand","1338.10"
"2012","Karnataka","2938.78"
"2012","Kerala","0.00"
"2012","Madhya Pradesh","2188.95"
"2012","Maharashtra","1419.48"
"2012","Orissa","2049.13"
"2012","Punjab","2933.93"
"2012","Rajasthan","1414.54"
"2012","Tamil Nadu","2954.36"
"2012","Telangana","4197.00"
"2012","Uttar Pradesh","1733.38"
"2012","Uttarakhand","1313.24"
"2012","West Bengal","2791.16"
"2013","Andhra Pradesh","6104.06"
"2013","Assam","3710.93"
"2013","Bihar","3759.99"
"2013","Chhattisgarh","1953.34"
"2013","Gujarat","1270.50"
"2013","Haryana","857.14"
"2013","Himachal Pradesh","2386.83"
"2013","Jharkhand","1646.87"
"2013","Karnataka","3161.82"
"2013","Kerala","140.00"
"2013","Madhya Pradesh","1451.61"
"2013","Maharashtra","2151.36"
"2013","Orissa","2366.32"
"2013","Punjab","3671.12"
"2013","Rajasthan","1118.94"
"2013","Tamil Nadu","4848.37"
"2013","Telangana","4304.21"
"2013","Uttar Pradesh","1876.70"
"2013","Uttarakhand","1320.09"
"2013","West Bengal","2901.28"
"2014","Andhra Pradesh","5952.67"
"2014","Assam","3111.82"
"2014","Bihar","3260.05"
"2014","Chhattisgarh","1813.91"
"2014","Gujarat","1542.22"
"2014","Haryana","857.14"
"2014","Himachal Pradesh","2024.64"
"2014","Jharkhand","1955.36"
"2014","Karnataka","3199.90"
"2014","Kerala","100.00"
"2014","Madhya Pradesh","2035.52"
"2014","Maharashtra","1566.66"
"2014","Orissa","2359.61"
"2014","Punjab","3561.87"
"2014","Rajasthan","1249.18"
"2014","Tamil Nadu","7266.02"
"2014","Telangana","3472.55"
"2014","Uttar Pradesh","1688.29"
"2014","Uttarakhand","2010.56"
"2014","West Bengal","2958.20"
"2015","Andhra Pradesh","5368.86"
"2015","Assam","2400.09"
"2015","Bihar","3431.63"
"2015","Chhattisgarh","1730.64"
"2015","Gujarat","1543.90"
"2015","Haryana","1151.93"
"2015","Himachal Pradesh","2953.83"
"2015","Jharkhand","1071.03"
"2015","Karnataka","2824.37"
"2015","Kerala","320.00"
"2015","Madhya Pradesh","1830.70"
"2015","Maharashtra","1380.78"
"2015","Orissa","2405.91"
"2015","Punjab","3084.18"
"2015","Rajasthan","1161.12"
"2015","Tamil Nadu","6791.74"
"2015","Telangana","3386.34"
"2015","Uttar Pradesh","1568.62"
"2015","Uttarakhand","1719.16"
"2015","West Bengal","3014.50"
"2016","Andhra Pradesh","6051.68"
"2016","Assam","2373.61"
"2016","Bihar","4322.60"
"2016","Chhattisgarh","2411.80"
"2016","Gujarat","1738.28"
"2016","Haryana","3542.56"
"2016","Himachal Pradesh","2127.30"
"2016","Jharkhand","2035.36"
"2016","Karnataka","2614.82"
"2016","Kerala","621.47"
"2016","Madhya Pradesh","2262.12"
"2016","Maharashtra","2472.11"
"2016","Orissa","2610.78"
"2016","Punjab","3191.72"
"2016","Rajasthan","1410.20"
"2016","Tamil Nadu","2850.22"
"2016","Telangana","4133.52"
"2016","Uttar Pradesh","1786.22"
"2016","Uttarakhand","1576.56"
"2016","West Bengal","3222.59"
"2017","Andhra Pradesh","7010.65"
"2017","Assam","2665.87"
"2017","Bihar","4158.88"
"2017","Chhattisgarh","2365.42"
"2017","Gujarat","1680.53"
"2017","Haryana","1126.37"
"2017","Himachal Pradesh","2930.71"
"2017","Jharkhand","2045.30"
"2017","Karnataka","4315.17"
"2017","Kerala","719.21"
"2017","Madhya Pradesh","2461.14"
"2017","Maharashtra","2015.31"
"2017","Orissa","2635.15"
"2017","Punjab","3142.90"
"2017","Rajasthan","1798.30"
"2017","Tamil Nadu","6965.98"
"2017","Telangana","4729.61"
"2017","Uttar Pradesh","2082.25"
"2017","Uttarakhand","1952.38"
"2017","West Bengal","3801.55"
